facility_id,facility_name,address,citytown,state,zip_code,countyparish,telephone_number,patients_who_reported_that_staff_definitely_gave_care_in_a_professional_way_and_the_facility_was_clean,patients_who_reported_that_staff_somewhat_gave_care_in_a_professional_way_or_the_facility_was_somewhat_clean,patients_who_reported_that_staff_did_not_give_care_in_a_professional_way_or_the_facility_was_not_clean,facilities_and_staff_linear_mean_score,patients_who_reported_that_staff_definitely_communicated_about_what_to_expect_during_and_after_the_procedure,patients_who_reported_that_staff_somewhat_communicated_about_what_to_expect_during_and_after_the_procedure,patients_who_reported_that_staff_did_not_communicate_about_what_to_expect_during_and_after_the_procedure,communication_about_your_procedure_linear_mean_score,patients_who_gave_the_facility_a_rating_of_9_or_10_on_a_scale_from_0_lowest_to_10_highest,patients_who_gave_the_facility_a_rating_of_7_or_8_on_a_scale_from_0_lowest_to_10_highest,patients_who_gave_the_facility_a_rating_of_0_to_6_on_a_scale_from_0_lowest_to_10_highest,patients_rating_of_the_facility_linear_mean_score,patients_who_reported_yes_they_would_definitely_recommend_the_facility_to_family_or_friends,patients_who_reported_probably_yes_they_would_recommend_the_facility_to_family_or_friends,patients_who_reported_no_they_would_not_recommend_the_facility_to_family_or_friends,patients_recommending_the_facility_linear_mean_score,footnote,number_of_sampled_patients,number_of_completed_surveys,survey_response_rate_percent,start_date,end_date
470024,NORTHWESTERN MEDICAL CENTER INC,133 FAIRFIELD STREET,SAINT ALBANS,VT,5478.0,FRANKLIN,(802) 524-5911,98.0,2.0,0.0,99.0,92.0,6.0,2.0,95.0,81.0,16.0,3.0,93.0,78.0,19.0,3.0,91.0,,1797.0,447.0,25.0,07/01/2023,06/30/2024
471301,GIFFORD MEDICAL CENTER,44 SOUTH MAIN STREET,RANDOLPH,VT,5060.0,ORANGE,(802) 728-4441,,,,,,,,,,,,,,,,,4,,,,,
471302,MT ASCUTNEY HOSPITAL,289 COUNTY ROAD,WINDSOR,VT,5089.0,WINDSOR,(802) 674-6711,99.0,1.0,0.0,99.0,97.0,3.0,0.0,99.0,94.0,5.0,1.0,97.0,94.0,6.0,0.0,98.0,,1015.0,369.0,37.0,07/01/2023,06/30/2024
471303,NORTHEASTERN VERMONT REGIONAL HOSPITAL,1315 HOSPITAL DRIVE,SAINT JOHNSBURY,VT,5819.0,CALEDONIA,(802) 748-7400,98.0,2.0,0.0,99.0,95.0,4.0,1.0,97.0,85.0,13.0,2.0,94.0,88.0,11.0,1.0,96.0,,1503.0,387.0,29.0,07/01/2023,06/30/2024
471307,"PORTER HOSPITAL, INC",115 PORTER DRIVE,MIDDLEBURY,VT,5753.0,ADDISON,(802) 388-4701,98.0,2.0,0.0,99.0,93.0,6.0,1.0,96.0,86.0,12.0,2.0,94.0,83.0,16.0,1.0,94.0,,2727.0,863.0,32.0,07/01/2023,06/30/2024
490004,SENTARA RMH MEDICAL CENTER,2010 HEALTH CAMPUS DRIVE,HARRISONBURG,VA,22801.0,HARRISONBURG CITY,(540) 689-1000,98.0,2.0,0.0,99.0,93.0,6.0,1.0,96.0,86.0,13.0,1.0,94.0,74.0,24.0,2.0,91.0,,3117.0,848.0,27.0,07/01/2023,06/30/2024
490005,WINCHESTER MEDICAL CENTER,1840 AMHERST ST,WINCHESTER,VA,22601.0,WINCHESTER CITY,(540) 536-8000,,,,,,,,,,,,,,,,,4,,,,,
490007,SENTARA NORFOLK GENERAL HOSPITAL,600 GRESHAM DR,NORFOLK,VA,23507.0,NORFOLK CITY,(757) 388-3000,96.0,4.0,0.0,98.0,91.0,8.0,1.0,95.0,82.0,15.0,3.0,93.0,81.0,17.0,2.0,93.0,,2959.0,636.0,22.0,07/01/2023,06/30/2024
490009,UNIVERSITY OF VIRGINIA MEDICAL CENTER,1215 LEE STREET,CHARLOTTESVILLE,VA,22908.0,CHARLOTTESVILLE CITY,(434) 924-0000,98.0,2.0,0.0,99.0,94.0,5.0,1.0,97.0,92.0,7.0,1.0,96.0,92.0,6.0,2.0,96.0,,4070.0,979.0,25.0,07/01/2023,06/30/2024
490013,SENTARA HALIFAX REGIONAL HOSPITAL,2204 WILBORN AVENUE,SOUTH BOSTON,VA,24592.0,HALIFAX,(434) 517-3100,97.0,3.0,0.0,98.0,93.0,5.0,2.0,96.0,80.0,17.0,3.0,92.0,72.0,26.0,2.0,90.0,,2079.0,458.0,22.0,07/01/2023,06/30/2024
490017,BON SECOURS MARYVIEW MEDICAL CENTER,3636 HIGH STREET,PORTSMOUTH,VA,23707.0,PORTSMOUTH CITY,(757) 398-2200,,,,,,,,,,,,,,,,,4,,,,,
490018,AUGUSTA HEALTH,78 MEDICAL CENTER DRIVE,FISHERSVILLE,VA,22939.0,AUGUSTA,(540) 332-4000,,,,,,,,,,,,,,,,,4,,,,,
490019,NOVANT HEALTH UVA HEALTH SYSTEM CULPEPER MED CENTE,501 SUNSET LANE,CULPEPER,VA,22701.0,CULPEPER,(540) 829-4100,96.0,3.0,1.0,98.0,91.0,7.0,2.0,95.0,84.0,13.0,3.0,93.0,77.0,19.0,4.0,90.0,,2722.0,559.0,21.0,07/01/2023,06/30/2024
490020,JOHN RANDOLPH MEDICAL CENTER,411 WEST RANDOLPH ROAD,HOPEWELL,VA,23860.0,HOPEWELL CITY,(804) 541-1600,,,,,,,,,,,,,,,,,4,,,,,
490021,CENTRA HEALTH -  LYNCHBURG GEN HOSPITAL,1901 TATE SPRINGS ROAD,LYNCHBURG,VA,24501.0,LYNCHBURG CITY,(434) 200-4789,,,,,,,,,,,,,,,,,4,,,,,
490022,MARY WASHINGTON HOSPITAL,1001 SAM PERRY BOULEVARD,FREDERICKSBURG,VA,22401.0,FREDERICKSBURG CITY,(540) 741-1100,98.0,2.0,0.0,99.0,92.0,7.0,1.0,95.0,86.0,12.0,2.0,94.0,82.0,16.0,2.0,93.0,,3352.0,787.0,23.0,07/01/2023,06/30/2024
490023,FAUQUIER HOSPITAL,500 HOSPITAL DRIVE,WARRENTON,VA,20186.0,FAUQUIER,(540) 316-5000,97.0,3.0,0.0,98.0,90.0,8.0,2.0,94.0,81.0,16.0,3.0,92.0,67.0,30.0,3.0,88.0,,1765.0,367.0,21.0,07/01/2023,06/30/2024
490024,CARILION MEDICAL CENTER,"1906 BELLEVIEW AVENUE, SE",ROANOKE,VA,24014.0,ROANOKE CITY,(540) 981-7000,,,,,,,,,,,,,,,,,4,,,,,
490032,MEDICAL COLLEGE OF VIRGINIA HOSPITALS,1250 EAST MARSHALL STREET,RICHMOND,VA,23298.0,RICHMOND CITY,(804) 828-9000,96.0,3.0,1.0,98.0,93.0,6.0,1.0,96.0,84.0,13.0,3.0,94.0,84.0,14.0,2.0,93.0,,5048.0,889.0,18.0,07/01/2023,06/30/2024
490033,WARREN MEMORIAL HOSPITAL,351 VALLEY HEALTH WAY,FRONT ROYAL,VA,22630.0,WARREN,(540) 636-0299,,,,,,,,,,,,,,,,,4,,,,,
490037,RIVERSIDE SHORE MEMORIAL HOSPITAL,20480 MARKET STREET,ONANCOCK,VA,23417.0,ACCOMACK,(757) 414-8000,98.0,2.0,0.0,99.0,94.0,5.0,1.0,96.0,89.0,10.0,1.0,95.0,81.0,17.0,2.0,93.0,,1725.0,413.0,24.0,07/01/2023,06/30/2024
490038,SMYTH COUNTY COMMUNITY HOSPITAL,245 MEDICAL PARK DRIVE,MARION,VA,24354.0,SMYTH,(276) 378-1000,97.0,3.0,0.0,99.0,92.0,7.0,1.0,96.0,85.0,11.0,4.0,94.0,74.0,24.0,2.0,90.0,,969.0,246.0,25.0,07/01/2023,06/30/2024
490040,INOVA ALEXANDRIA HOSPITAL,4320 SEMINARY RD,ALEXANDRIA,VA,22304.0,ALEXANDRIA CITY,(703) 504-3167,,,,,,,,,,,,,,,,,4,,,,,
490041,MARY IMMACULATE HOSPITAL,2 BERNARDINE DRIVE,NEWPORT NEWS,VA,23602.0,NEWPORT NEWS CITY,(757) 886-6000,,,,,,,,,,,,,,,,,4,,,,,
490042,CARILION NEW RIVER VALLEY MEDICAL CENTER,2900 LAMB CIRCLE,CHRISTIANSBURG,VA,24073.0,MONTGOMERY,(540) 731-2000,,,,,,,,,,,,,,,,,4,,,,,
490043,INOVA LOUDOUN HOSPITAL,44045 RIVERSIDE PARKWAY,LEESBURG,VA,20176.0,LOUDOUN,(703) 858-6600,,,,,,,,,,,,,,,,,4,,,,,
490044,SENTARA OBICI HOSPITAL,2800 GODWIN BOULEVARD,SUFFOLK,VA,23439.0,SUFFOLK CITY,(757) 934-4000,97.0,3.0,0.0,98.0,91.0,7.0,2.0,95.0,85.0,13.0,2.0,94.0,83.0,16.0,1.0,94.0,,3427.0,813.0,24.0,07/01/2023,06/30/2024
490045,NOVANT PRINCE WILLIAM MEDICAL CENTER,8700 SUDLEY RD,MANASSAS,VA,20110.0,MANASSAS CITY,(703) 369-8000,97.0,2.0,1.0,98.0,93.0,6.0,1.0,96.0,85.0,13.0,2.0,94.0,81.0,16.0,3.0,92.0,,2927.0,592.0,23.0,07/01/2023,06/30/2024
490046,SENTARA LEIGH HOSPITAL,830 KEMPSVILLE ROAD,NORFOLK,VA,23502.0,NORFOLK CITY,(757) 261-6700,97.0,3.0,0.0,98.0,93.0,6.0,1.0,96.0,89.0,8.0,3.0,95.0,87.0,11.0,2.0,95.0,,3387.0,923.0,27.0,07/01/2023,06/30/2024
490048,LEWISGALE MEDICAL CENTER,1900 ELECTRIC ROAD,SALEM,VA,24153.0,SALEM CITY,(540) 776-4000,,,,,,,,,,,,,,,,,4,,,,,
490050,VIRGINIA HOSPITAL CENTER,1701 NORTH GEORGE MASON DRIVE,ARLINGTON,VA,22205.0,ARLINGTON,(703) 558-5000,,,,,,,,,,,,,,,,,4,,,,,
490052,RIVERSIDE REGIONAL MEDICAL CENTER,500 J CLYDE MORRIS BLVD,NEWPORT NEWS,VA,23601.0,NEWPORT NEWS CITY,(757) 594-2000,98.0,2.0,0.0,99.0,94.0,5.0,1.0,96.0,91.0,8.0,1.0,96.0,88.0,10.0,2.0,95.0,,4503.0,1117.0,25.0,07/01/2023,06/30/2024
490053,JOHNSTON MEMORIAL HOSPITAL,16000 JOHNSTON MEMORIAL DRIVE,ABINGDON,VA,24211.0,WASHINGTON,(276) 258-1000,99.0,1.0,0.0,99.0,93.0,6.0,1.0,96.0,90.0,10.0,0.0,96.0,87.0,12.0,1.0,95.0,,1180.0,257.0,22.0,07/01/2023,06/30/2024
490057,SENTARA VIRGINIA BEACH GENERAL HOSPITAL,1060 FIRST COLONIAL ROAD,VIRGINIA BEACH,VA,23454.0,VIRGINIA BEACH CITY,(757) 395-8000,97.0,3.0,0.0,98.0,93.0,6.0,1.0,96.0,87.0,11.0,2.0,94.0,86.0,13.0,1.0,94.0,,2413.0,631.0,26.0,07/01/2023,06/30/2024
490059,BON SECOURS ST MARYS HOSPITAL,5801 BREMO RD,RICHMOND,VA,23226.0,RICHMOND CITY,(804) 285-2011,,,,,,,,,,,,,,,,,4,,,,,
490060,CLINCH VALLEY MEDICAL CENTER,6801 GOVERNOR GC PERRY HIGHWAY,RICHLANDS,VA,24641.0,TAZEWELL,(276) 596-6000,97.0,3.0,0.0,98.0,93.0,6.0,1.0,96.0,77.0,18.0,5.0,91.0,73.0,25.0,2.0,90.0,,1498.0,260.0,17.0,07/01/2023,06/30/2024
490063,INOVA FAIRFAX HOSPITAL,3300 GALLOWS ROAD,FALLS CHURCH,VA,22042.0,FAIRFAX,(703) 776-4001,,,,,,,,,,,,,,,,,4,,,,,
490066,SENTARA WILLIAMSBURG REGIONAL MEDICAL CENTER,100 SENTARA CIRCLE,WILLIAMSBURG,VA,23188.0,JAMES CITY,(757) 984-6000,97.0,3.0,0.0,98.0,94.0,5.0,1.0,96.0,91.0,8.0,1.0,96.0,89.0,10.0,1.0,96.0,,3246.0,942.0,29.0,07/01/2023,06/30/2024
490067,BON SECOURS SOUTHSIDE MEDICAL CENTER,200 MEDICAL PARK BOULEVARD,PETERSBURG,VA,23805.0,PETERSBURG CITY,(804) 765-5000,,,,,,,,,,,,,,,,,4,,,,,
490069,BON SECOURS MEMORIAL REGIONAL MEDICAL CENTER,8260 ATLEE ROAD,MECHANICSVILLE,VA,23116.0,HANOVER,(804) 764-6000,,,,,,,,,,,,,,,,,4,,,,,
490075,SOVAH HEALTH DANVILLE,142 SOUTH MAIN STREET,DANVILLE,VA,24541.0,DANVILLE CITY,(434) 799-2100,,,,,,,,,,,,,,,,,4,,,,,
490077,SENTARA MARTHA JEFFERSON HOSPITAL,500 MARTHA JEFFERSON DRIVE,CHARLOTTESVILLE,VA,22911.0,ALBEMARLE,(434) 654-7000,97.0,3.0,0.0,98.0,94.0,5.0,1.0,96.0,90.0,9.0,1.0,95.0,90.0,8.0,2.0,96.0,,3846.0,1171.0,31.0,07/01/2023,06/30/2024
490084,VCU HEALTH TAPPAHANNOCK HOSPITAL,618 HOSPITAL ROAD,TAPPAHANNOCK,VA,22560.0,ESSEX,(804) 443-3311,98.0,2.0,0.0,99.0,92.0,6.0,2.0,95.0,86.0,12.0,2.0,94.0,81.0,17.0,2.0,93.0,,1654.0,392.0,24.0,07/01/2023,06/30/2024
490088,CENTRA BEDFORD MEMORIAL HOSPITAL,1613 OAKWOOD STREET,BEDFORD,VA,24523.0,BEDFORD,(434) 200-6366,,,,,,,,,,,,,,,,,4,,,,,
490089,CARILION FRANKLIN MEMORIAL HOSPITAL,180 FLOYD AVENUE,ROCKY MOUNT,VA,24151.0,FRANKLIN,(540) 483-5277,,,,,,,,,,,,,,,,,4,,,,,
490090,"CENTRA SOUTHSIDE COMMUNITY HOSPITAL, INC",800 OAK STREET,FARMVILLE,VA,23901.0,PRINCE EDWARD,(434) 392-8811,,,,,,,,,,,,,,,,,4,,,,,
490092,BON SECOURS SOUTHAMPTON MEMORIAL HOSPITAL,100 FAIRVIEW DRIVE,FRANKLIN,VA,23851.0,FRANKLIN CITY,(757) 569-6100,,,,,,,,,,,,,,,,,4,,,,,
490093,SENTARA CAREPLEX HOSPITAL,3000 COLISEUM DRIVE,HAMPTON,VA,23666.0,HAMPTON CITY,(757) 736-1000,97.0,3.0,0.0,98.0,91.0,8.0,1.0,95.0,89.0,10.0,1.0,95.0,84.0,14.0,2.0,94.0,,3692.0,837.0,23.0,07/01/2023,06/30/2024
490094,BON SECOURS RICHMOND COMMUNITY HOSPITAL,1500 N. 28TH STREET,RICHMOND,VA,23223.0,RICHMOND CITY,(804) 225-1700,,,,,,,,,,,,,,,,,4,,,,,
490097,BON SECOURS SOUTHERN VIRGINIA MEDICAL CENTER,727 NORTH MAIN STREET,EMPORIA,VA,23847.0,EMPORIA CITY,(434) 348-4400,,,,,,,,,,,,,,,,,4,,,,,
490098,COMMUNITY MEMORIAL HOSPITAL,1755 NORTH MECKLENBURG AVENUE,SOUTH HILL,VA,23970.0,MECKLENBURG,(434) 447-3151,98.0,2.0,0.0,99.0,95.0,4.0,1.0,97.0,85.0,13.0,2.0,94.0,83.0,14.0,3.0,93.0,,2051.0,462.0,23.0,07/01/2023,06/30/2024
490101,INOVA FAIR OAKS HOSPITAL,3600 JOSEPH SIEWICK DRIVE,FAIRFAX,VA,22033.0,FAIRFAX,(703) 391-4170,,,,,,,,,,,,,,,,,4,,,,,
490107,RESTON HOSPITAL CENTER,1850 TOWN CENTER PARKWAY,RESTON,VA,20190.0,FAIRFAX,(703) 689-9000,,,,,,,,,,,,,,,,,4,,,,,
490110,LEWISGALE HOSPITAL MONTGOMERY,3700 SOUTH MAIN STREET,BLACKSBURG,VA,24060.0,MONTGOMERY,(540) 951-1111,,,,,,,,,,,,,,,,,4,,,,,
490111,WYTHE COUNTY COMMUNITY HOSPITAL,600 WEST RIDGE ROAD,WYTHEVILLE,VA,24382.0,WYTHE,(276) 228-0200,98.0,2.0,0.0,99.0,93.0,6.0,1.0,96.0,82.0,15.0,3.0,93.0,76.0,23.0,1.0,91.0,,1103.0,246.0,22.0,07/01/2023,06/30/2024
490112,CJW MEDICAL CENTER,7101 JAHNKE ROAD,RICHMOND,VA,23235.0,CHESTERFIELD,(804) 320-3911,,,,,,,,,,,,,,,,,4,,,,,
490113,SENTARA NORTHERN VIRGINIA MEDICAL CENTER,2300 OPITZ BOULEVARD,WOODBRIDGE,VA,22191.0,PRINCE WILLIAM,(703) 523-1000,98.0,2.0,0.0,99.0,92.0,6.0,2.0,95.0,89.0,9.0,2.0,95.0,84.0,14.0,2.0,93.0,,3400.0,690.0,20.0,07/01/2023,06/30/2024
490114,LONESOME PINE HOSPITAL,1990 HOLTON AVENUE EAST,BIG STONE GAP,VA,24219.0,WISE,(276) 523-8726,,,,,,,,,,,,,,,,,4,,,,,
490115,TWIN COUNTY REGIONAL HOSPITAL,200 HOSPITAL DRIVE,GALAX,VA,24333.0,GALAX CITY,(276) 236-8181,98.0,2.0,0.0,99.0,90.0,8.0,2.0,94.0,86.0,10.0,4.0,93.0,70.0,28.0,2.0,89.0,,1263.0,332.0,26.0,07/01/2023,06/30/2024
490116,LEWISGALE HOSPITAL PULASKI,2400 LEE HIGHWAY,PULASKI,VA,24301.0,PULASKI,(540) 994-8400,,,,,,,,,,,,,,,,,4,,,,,
490118,HENRICO DOCTORS' HOSPITAL,1602 SKIPWITH ROAD,RICHMOND,VA,23229.0,HENRICO,(804) 289-4500,,,,,,,,,,,,,,,,,4,,,,,
490119,SENTARA PRINCESS ANNE HOSPITAL,2025 GLENN MITCHELL DRIVE,VIRGINIA BEACH,VA,23456.0,VIRGINIA BEACH CITY,(757) 507-1520,98.0,2.0,0.0,99.0,93.0,6.0,1.0,96.0,90.0,9.0,1.0,96.0,90.0,9.0,1.0,96.0,,4243.0,1060.0,25.0,07/01/2023,06/30/2024
490120,CHESAPEAKE GENERAL HOSPITAL,"736 BATTLEFIELD BLVD, NORTH",CHESAPEAKE,VA,23320.0,CHESAPEAKE CITY,(757) 312-8121,97.0,3.0,0.0,98.0,93.0,6.0,1.0,96.0,85.0,13.0,2.0,94.0,80.0,18.0,2.0,92.0,,1864.0,406.0,22.0,07/01/2023,06/30/2024
490122,INOVA MOUNT VERNON HOSPITAL,2501 PARKERS LANE,ALEXANDRIA,VA,22306.0,FAIRFAX,(703) 664-7000,,,,,,,,,,,,,,,,,4,,,,,
490126,LEWISGALE HOSPITAL ALLEGHANY,ONE ARH LANE,LOW MOOR,VA,24457.0,ALLEGHANY,(540) 862-6011,,,,,,,,,,,,,,,,,4,,,,,
490127,BUCHANAN GENERAL HOSPITAL,1535 SLATE CREEK ROAD,GRUNDY,VA,24614.0,BUCHANAN,(276) 935-1000,,,,,,,,,,,,,,,,,4,,,,,
490130,RIVERSIDE WALTER REED HOSPITAL,7519 HOSPITAL ROAD,GLOUCESTER,VA,23061.0,GLOUCESTER,(804) 693-8800,99.0,1.0,0.0,99.0,96.0,3.0,1.0,98.0,94.0,5.0,1.0,96.0,91.0,8.0,1.0,96.0,,1932.0,490.0,25.0,07/01/2023,06/30/2024
490136,BON SECOURS ST FRANCIS MEDICAL CENTER,13710 ST FRANCIS BOULEVARD,MIDLOTHIAN,VA,23114.0,CHESTERFIELD,(804) 594-7400,,,,,,,,,,,,,,,,,4,,,,,
490140,"STAFFORD HOSPITAL, LLC",101 HOSPITAL CENTER BOULEVARD,STAFFORD,VA,22554.0,STAFFORD,(540) 741-9000,98.0,2.0,0.0,99.0,93.0,6.0,1.0,96.0,88.0,10.0,2.0,94.0,86.0,12.0,2.0,94.0,,2109.0,426.0,20.0,07/01/2023,06/30/2024
490141,SPOTSYLVANIA REGIONAL MEDICAL CENTER,4600 SPOTSYLVANIA PARKWAY,FREDERICKSBURG,VA,22408.0,SPOTSYLVANIA,(540) 498-4000,,,,,,,,,,,,,,,,,4,,,,,
490143,RIVERSIDE DOCTORS' HOSPITAL OF WILLIAMSBURG,1500 COMMONWEALTH AVENUE,WILLIAMSBURG,VA,23185.0,JAMES CITY,(757) 585-2010,97.0,2.0,1.0,98.0,93.0,5.0,2.0,96.0,88.0,10.0,2.0,95.0,88.0,9.0,3.0,94.0,,1677.0,414.0,25.0,07/01/2023,06/30/2024
490144,UVA HEALTH HAYMARKET MEDICAL CENTER,15225 HEALTHCOTE BOULEVARD,HAYMARKET,VA,20169.0,PRINCE WILLIAM,(571) 284-1000,97.0,3.0,0.0,99.0,93.0,6.0,1.0,96.0,89.0,8.0,3.0,95.0,88.0,10.0,2.0,95.0,,4481.0,1124.0,25.0,07/01/2023,06/30/2024
490145,STONESPRINGS HOSPITAL CENTER,24440 STONE SPRINGS BOULEVARD,DULLES,VA,20166.0,LOUDOUN,(571) 349-4000,,,,,,,,,,,,,,,,,4,,,,,
491300,BATH COMMUNITY HOSPITAL,106 PARK DRIVE- PO DRAWER Z,HOT SPRINGS,VA,24445.0,BATH,(540) 839-7000,,,,,,,,,,,,,,,,,4,,,,,
491302,CARILION GILES COMMUNITY HOSPITAL,159 HARTLEY WAY,PEARISBURG,VA,24134.0,GILES,(540) 921-6000,,,,,,,,,,,,,,,,,4,,,,,
491304,CARILION STONEWALL JACKSON HOSPITAL,1 HEALTH CIRCLE,LEXINGTON,VA,24450.0,LEXINGTON CITY,(540) 458-3503,,,,,,,,,,,,,,,,,4,,,,,
491305,SHENANDOAH MEMORIAL HOSPITAL,759 SOUTH MAIN STREET,WOODSTOCK,VA,22664.0,SHENANDOAH,(540) 459-1100,,,,,,,,,,,,,,,,,4,,,,,
491308,RAPPAHANNOCK GENERAL HOSPITAL,101 HARRIS ROAD,KILMARNOCK,VA,22482.0,LANCASTER,(804) 435-8000,,,,,,,,,,,,,,,,,4,,,,,
500002,PROVIDENCE ST MARY MEDICAL CENTER,401 W POPLAR ST,WALLA WALLA,WA,99362.0,WALLA WALLA,(509) 522-5900,97.0,2.0,1.0,98.0,92.0,7.0,1.0,96.0,81.0,17.0,2.0,93.0,79.0,17.0,4.0,91.0,,1264.0,280.0,22.0,07/01/2023,06/30/2024
500003,SKAGIT VALLEY HOSPITAL,1415 E KINCAID STREET,MOUNT VERNON,WA,98274.0,SKAGIT,(360) 424-4111,98.0,2.0,0.0,99.0,92.0,7.0,1.0,95.0,86.0,12.0,2.0,94.0,85.0,13.0,2.0,94.0,,2274.0,572.0,25.0,07/01/2023,06/30/2024
500005,VIRGINIA MASON MEDICAL CENTER,925 SENECA ST,SEATTLE,WA,98101.0,KING,(206) 223-6600,,,,,,,,,,,,,,,,,4,,,,,
500007,ISLAND HOSPITAL,1211 24TH STREET,ANACORTES,WA,98221.0,SKAGIT,(360) 299-1300,98.0,2.0,0.0,99.0,94.0,5.0,1.0,97.0,86.0,12.0,2.0,94.0,87.0,11.0,2.0,95.0,,1063.0,333.0,31.0,07/01/2023,06/30/2024
500008,UNIVERSITY OF WASHINGTON MEDICAL CTR,1959 NE PACIFIC ST,SEATTLE,WA,98195.0,KING,(206) 598-3300,97.0,3.0,0.0,98.0,92.0,7.0,1.0,96.0,86.0,12.0,2.0,94.0,86.0,12.0,2.0,94.0,,16414.0,3674.0,22.0,07/01/2023,06/30/2024
500011,HIGHLINE MEDICAL CENTER,16251 SYLVESTER ROAD SW,BURIEN,WA,98166.0,KING,(206) 244-9970,,,,,,,,,,,,,,,,,4,,,,,
500014,PROVIDENCE REGIONAL MEDICAL CENTER EVERETT,1321 COLBY AVENUE,EVERETT,WA,98201.0,SNOHOMISH,(425) 261-2000,95.0,4.0,1.0,97.0,92.0,7.0,1.0,95.0,82.0,17.0,1.0,93.0,80.0,19.0,1.0,93.0,,1620.0,313.0,20.0,07/01/2023,06/30/2024
500015,MULTICARE AUBURN MEDICAL CENTER,202 NORTH DIVISION STREET PLAZA ONE,AUBURN,WA,98001.0,KING,(253) 833-7711,,,,,,,,,,,,,,,,,4,,,,,
500016,CONFLUENCE HEALTH HOSPITAL,1201 S MILLER STREET,WENATCHEE,WA,98807.0,CHELAN,(509) 662-1511,,,,,,,,,,,,,,,,,4,,,,,
500019,PROVIDENCE CENTRALIA HOSPITAL,914 S SCHEUBER ROAD,CENTRALIA,WA,98531.0,LEWIS,(360) 736-2803,96.0,3.0,1.0,98.0,93.0,5.0,2.0,96.0,86.0,11.0,3.0,94.0,80.0,18.0,2.0,93.0,,1570.0,283.0,18.0,07/01/2023,06/30/2024
500021,ST CLARE HOSPITAL,11315 BRIDGEPORT WAY S W,LAKEWOOD,WA,98499.0,PIERCE,(253) 588-1711,,,,,,,,,,,,,,,,,4,,,,,
500024,PROVIDENCE ST PETER HOSPITAL,413 LILLY ROAD NE,OLYMPIA,WA,98506.0,THURSTON,(360) 491-9480,97.0,3.0,0.0,98.0,90.0,8.0,2.0,94.0,83.0,14.0,3.0,93.0,84.0,13.0,3.0,93.0,,1399.0,336.0,25.0,07/01/2023,06/30/2024
500025,SWEDISH MEDICAL CENTER / CHERRY HILL,500 17TH AVENUE,SEATTLE,WA,98122.0,KING,(206) 320-2000,96.0,3.0,1.0,98.0,93.0,6.0,1.0,96.0,87.0,11.0,2.0,94.0,88.0,10.0,2.0,95.0,,2320.0,614.0,27.0,07/01/2023,06/30/2024
500026,SWEDISH EDMONDS HOSPITAL,21601 76TH AVENUE WEST,EDMONDS,WA,98026.0,SNOHOMISH,(425) 640-4000,96.0,3.0,1.0,98.0,91.0,7.0,2.0,95.0,84.0,12.0,4.0,93.0,82.0,15.0,3.0,92.0,,5055.0,854.0,17.0,07/01/2023,06/30/2024
500027,SWEDISH MEDICAL CENTER,747 BROADWAY,SEATTLE,WA,98122.0,KING,(206) 386-6000,96.0,4.0,0.0,98.0,92.0,7.0,1.0,95.0,83.0,14.0,3.0,92.0,85.0,13.0,2.0,94.0,,3176.0,627.0,20.0,07/01/2023,06/30/2024
500030,ST JOSEPH HOSPITAL,2901 SQUALICUM PARKWAY,BELLINGHAM,WA,98225.0,WHATCOM,(360) 734-5400,,,,,,,,,,,,,,,,,4,,,,,
500031,GRAYS HARBOR COMMUNITY HOSPITAL,915 ANDERSON DRIVE,ABERDEEN,WA,98520.0,GRAYS HARBOR,(360) 532-8330,,,,,,,,,,,,,,,,,4,,,,,
500033,SAMARITAN HOSPITAL,801 EAST WHEELER ROAD,MOSES LAKE,WA,98837.0,GRANT,(509) 765-5606,96.0,4.0,0.0,98.0,92.0,7.0,1.0,96.0,80.0,17.0,3.0,92.0,74.0,23.0,3.0,90.0,,1321.0,267.0,22.0,07/01/2023,06/30/2024
500036,YAKIMA VALLEY MEMORIAL,2811 TIETON DRIVE,YAKIMA,WA,98902.0,YAKIMA,(509) 575-8000,,,,,,,,,,,,,,,,,4,,,,,
500039,HARRISON MEDICAL CENTER,2520 CHERRY AVENUE,BREMERTON,WA,98310.0,KITSAP,(360) 377-3911,,,,,,,,,,,,,,,,,4,,,,,
500041,PEACEHEALTH ST JOHN MEDICAL CENTER,1615 DELAWARE STREET,LONGVIEW,WA,98632.0,COWLITZ,(360) 414-2000,,,,,,,,,,,,,,,,,4,,,,,
500044,DEACONESS MEDICAL CENTER,W 800 FIFTH AVENUE,SPOKANE,WA,99210.0,SPOKANE,(509) 473-5800,,,,,,,,,,,,,,,,,4,,,,,
500050,PEACEHEALTH SOUTHWEST MEDICAL CENTER,400 NE MOTHER JOSEPH PLACE,VANCOUVER,WA,98668.0,CLARK,(360) 256-2000,,,,,,,,,,,,,,,,,4,,,,,
500051,OVERLAKE HOSPITAL MEDICAL CENTER,1035-116TH AVE NE,BELLEVUE,WA,98004.0,KING,(425) 688-5000,96.0,4.0,0.0,98.0,92.0,7.0,1.0,95.0,85.0,13.0,2.0,94.0,86.0,13.0,1.0,95.0,,1368.0,339.0,25.0,07/01/2023,06/30/2024
