state,measure_id,measure_name,score,footnote,start_date,end_date
OK,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.532,,07/01/2023,06/30/2024
OK,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,0.724,,07/01/2023,06/30/2024
OK,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),0.622,,07/01/2023,06/30/2024
OK,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.478,,07/01/2023,06/30/2024
OK,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,0.657,,07/01/2023,06/30/2024
OK,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.562,,07/01/2023,06/30/2024
OK,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.773,,07/01/2023,06/30/2024
OK,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,1.138,,07/01/2023,06/30/2024
OK,HAI_3_SIR,SSI - Colon Surgery,0.942,,07/01/2023,06/30/2024
OK,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,0.750,,07/01/2023,06/30/2024
OK,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,1.315,,07/01/2023,06/30/2024
OK,HAI_4_SIR,SSI - Abdominal Hysterectomy,1.003,,07/01/2023,06/30/2024
OK,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.755,,07/01/2023,06/30/2024
OK,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,1.086,,07/01/2023,06/30/2024
OK,HAI_5_SIR,MRSA Bacteremia,0.909,,07/01/2023,06/30/2024
OK,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.246,,07/01/2023,06/30/2024
OK,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.307,,07/01/2023,06/30/2024
OK,HAI_6_SIR,Clostridium Difficile (C.Diff),0.275,,07/01/2023,06/30/2024
OR,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.509,,07/01/2023,06/30/2024
OR,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,0.744,,07/01/2023,06/30/2024
OR,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),0.618,,07/01/2023,06/30/2024
OR,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.724,,07/01/2023,06/30/2024
OR,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,0.981,,07/01/2023,06/30/2024
OR,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.845,,07/01/2023,06/30/2024
OR,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.854,,07/01/2023,06/30/2024
OR,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,1.227,,07/01/2023,06/30/2024
OR,HAI_3_SIR,SSI - Colon Surgery,1.028,,07/01/2023,06/30/2024
OR,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,0.531,,07/01/2023,06/30/2024
OR,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,1.283,,07/01/2023,06/30/2024
OR,HAI_4_SIR,SSI - Abdominal Hysterectomy,0.846,,07/01/2023,06/30/2024
OR,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.551,,07/01/2023,06/30/2024
OR,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,0.867,,07/01/2023,06/30/2024
OR,HAI_5_SIR,MRSA Bacteremia,0.696,,07/01/2023,06/30/2024
OR,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.480,,07/01/2023,06/30/2024
OR,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.578,,07/01/2023,06/30/2024
OR,HAI_6_SIR,Clostridium Difficile (C.Diff),0.528,,07/01/2023,06/30/2024
PA,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.631,,07/01/2023,06/30/2024
PA,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,0.740,,07/01/2023,06/30/2024
PA,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),0.683,,07/01/2023,06/30/2024
PA,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.599,,07/01/2023,06/30/2024
PA,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,0.693,,07/01/2023,06/30/2024
PA,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.645,,07/01/2023,06/30/2024
PA,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.735,,07/01/2023,06/30/2024
PA,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,0.910,,07/01/2023,06/30/2024
PA,HAI_3_SIR,SSI - Colon Surgery,0.819,,07/01/2023,06/30/2024
PA,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,0.795,,07/01/2023,06/30/2024
PA,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,1.272,,07/01/2023,06/30/2024
PA,HAI_4_SIR,SSI - Abdominal Hysterectomy,1.012,,07/01/2023,06/30/2024
PA,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.704,,07/01/2023,06/30/2024
PA,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,0.859,,07/01/2023,06/30/2024
PA,HAI_5_SIR,MRSA Bacteremia,0.778,,07/01/2023,06/30/2024
PA,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.487,,07/01/2023,06/30/2024
PA,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.534,,07/01/2023,06/30/2024
PA,HAI_6_SIR,Clostridium Difficile (C.Diff),0.510,,07/01/2023,06/30/2024
PR,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,2.809,,07/01/2023,06/30/2024
PR,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,3.541,,07/01/2023,06/30/2024
PR,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),3.159,,07/01/2023,06/30/2024
PR,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.723,,07/01/2023,06/30/2024
PR,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,0.994,,07/01/2023,06/30/2024
PR,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.851,,07/01/2023,06/30/2024
PR,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,Not Available,5.0,07/01/2023,06/30/2024
PR,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,Not Available,5.0,07/01/2023,06/30/2024
PR,HAI_3_SIR,SSI - Colon Surgery,Not Available,5.0,07/01/2023,06/30/2024
PR,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,0.049,,07/01/2023,06/30/2024
PR,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,4.793,,07/01/2023,06/30/2024
PR,HAI_4_SIR,SSI - Abdominal Hysterectomy,0.972,,07/01/2023,06/30/2024
PR,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.069,,07/01/2023,06/30/2024
PR,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,0.524,,07/01/2023,06/30/2024
PR,HAI_5_SIR,MRSA Bacteremia,0.217,,07/01/2023,06/30/2024
PR,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.316,,07/01/2023,06/30/2024
PR,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.510,,07/01/2023,06/30/2024
PR,HAI_6_SIR,Clostridium Difficile (C.Diff),0.404,,07/01/2023,06/30/2024
RI,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.511,,07/01/2023,06/30/2024
RI,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,0.945,,07/01/2023,06/30/2024
RI,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),0.703,,07/01/2023,06/30/2024
RI,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.550,,07/01/2023,06/30/2024
RI,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,0.954,,07/01/2023,06/30/2024
RI,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.731,,07/01/2023,06/30/2024
RI,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.565,,07/01/2023,06/30/2024
RI,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,1.263,,07/01/2023,06/30/2024
RI,HAI_3_SIR,SSI - Colon Surgery,0.862,,07/01/2023,06/30/2024
RI,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,0.188,,07/01/2023,06/30/2024
RI,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,2.013,,07/01/2023,06/30/2024
RI,HAI_4_SIR,SSI - Abdominal Hysterectomy,0.739,,07/01/2023,06/30/2024
RI,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.523,,07/01/2023,06/30/2024
RI,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,1.116,,07/01/2023,06/30/2024
RI,HAI_5_SIR,MRSA Bacteremia,0.778,,07/01/2023,06/30/2024
RI,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.261,,07/01/2023,06/30/2024
RI,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.415,,07/01/2023,06/30/2024
RI,HAI_6_SIR,Clostridium Difficile (C.Diff),0.332,,07/01/2023,06/30/2024
SC,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.508,,07/01/2023,06/30/2024
SC,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,0.694,,07/01/2023,06/30/2024
SC,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),0.595,,07/01/2023,06/30/2024
SC,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.505,,07/01/2023,06/30/2024
SC,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,0.676,,07/01/2023,06/30/2024
SC,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.586,,07/01/2023,06/30/2024
SC,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.616,,07/01/2023,06/30/2024
SC,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,0.882,,07/01/2023,06/30/2024
SC,HAI_3_SIR,SSI - Colon Surgery,0.740,,07/01/2023,06/30/2024
SC,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,0.817,,07/01/2023,06/30/2024
SC,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,1.441,,07/01/2023,06/30/2024
SC,HAI_4_SIR,SSI - Abdominal Hysterectomy,1.096,,07/01/2023,06/30/2024
SC,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.677,,07/01/2023,06/30/2024
SC,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,0.925,,07/01/2023,06/30/2024
SC,HAI_5_SIR,MRSA Bacteremia,0.794,,07/01/2023,06/30/2024
SC,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.313,,07/01/2023,06/30/2024
SC,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.378,,07/01/2023,06/30/2024
SC,HAI_6_SIR,Clostridium Difficile (C.Diff),0.344,,07/01/2023,06/30/2024
SD,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.321,,07/01/2023,06/30/2024
SD,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,0.795,,07/01/2023,06/30/2024
SD,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),0.518,,07/01/2023,06/30/2024
SD,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.688,,07/01/2023,06/30/2024
SD,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,1.213,,07/01/2023,06/30/2024
SD,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.923,,07/01/2023,06/30/2024
SD,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.621,,07/01/2023,06/30/2024
SD,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,1.290,,07/01/2023,06/30/2024
SD,HAI_3_SIR,SSI - Colon Surgery,0.910,,07/01/2023,06/30/2024
SD,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,0.689,,07/01/2023,06/30/2024
SD,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,2.160,,07/01/2023,06/30/2024
SD,HAI_4_SIR,SSI - Abdominal Hysterectomy,1.271,,07/01/2023,06/30/2024
SD,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.267,,07/01/2023,06/30/2024
SD,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,0.718,,07/01/2023,06/30/2024
SD,HAI_5_SIR,MRSA Bacteremia,0.452,,07/01/2023,06/30/2024
SD,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.460,,07/01/2023,06/30/2024
SD,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.653,,07/01/2023,06/30/2024
SD,HAI_6_SIR,Clostridium Difficile (C.Diff),0.550,,07/01/2023,06/30/2024
TN,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.511,,07/01/2023,06/30/2024
TN,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,0.647,,07/01/2023,06/30/2024
TN,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),0.576,,07/01/2023,06/30/2024
TN,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.394,,07/01/2023,06/30/2024
TN,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,0.507,,07/01/2023,06/30/2024
TN,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.448,,07/01/2023,06/30/2024
TN,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.670,,07/01/2023,06/30/2024
TN,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,0.901,,07/01/2023,06/30/2024
TN,HAI_3_SIR,SSI - Colon Surgery,0.779,,07/01/2023,06/30/2024
TN,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,0.782,,07/01/2023,06/30/2024
TN,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,1.396,,07/01/2023,06/30/2024
TN,HAI_4_SIR,SSI - Abdominal Hysterectomy,1.056,,07/01/2023,06/30/2024
TN,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.934,,07/01/2023,06/30/2024
TN,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,1.173,,07/01/2023,06/30/2024
TN,HAI_5_SIR,MRSA Bacteremia,1.048,,07/01/2023,06/30/2024
TN,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.243,,07/01/2023,06/30/2024
TN,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.291,,07/01/2023,06/30/2024
TN,HAI_6_SIR,Clostridium Difficile (C.Diff),0.266,,07/01/2023,06/30/2024
TX,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.581,,07/01/2023,06/30/2024
TX,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,0.662,,07/01/2023,06/30/2024
TX,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),0.621,,07/01/2023,06/30/2024
TX,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.401,,07/01/2023,06/30/2024
TX,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,0.465,,07/01/2023,06/30/2024
TX,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.432,,07/01/2023,06/30/2024
TX,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.692,,07/01/2023,06/30/2024
TX,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,0.815,,07/01/2023,06/30/2024
TX,HAI_3_SIR,SSI - Colon Surgery,0.752,,07/01/2023,06/30/2024
TX,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,0.802,,07/01/2023,06/30/2024
TX,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,1.052,,07/01/2023,06/30/2024
TX,HAI_4_SIR,SSI - Abdominal Hysterectomy,0.921,,07/01/2023,06/30/2024
TX,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.562,,07/01/2023,06/30/2024
TX,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,0.667,,07/01/2023,06/30/2024
TX,HAI_5_SIR,MRSA Bacteremia,0.613,,07/01/2023,06/30/2024
TX,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.292,,07/01/2023,06/30/2024
TX,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.319,,07/01/2023,06/30/2024
TX,HAI_6_SIR,Clostridium Difficile (C.Diff),0.305,,07/01/2023,06/30/2024
UT,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.458,,07/01/2023,06/30/2024
UT,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,0.730,,07/01/2023,06/30/2024
UT,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),0.582,,07/01/2023,06/30/2024
UT,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.435,,07/01/2023,06/30/2024
UT,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,0.689,,07/01/2023,06/30/2024
UT,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.551,,07/01/2023,06/30/2024
UT,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.538,,07/01/2023,06/30/2024
UT,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,0.927,,07/01/2023,06/30/2024
UT,HAI_3_SIR,SSI - Colon Surgery,0.712,,07/01/2023,06/30/2024
UT,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,0.425,,07/01/2023,06/30/2024
UT,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,1.178,,07/01/2023,06/30/2024
UT,HAI_4_SIR,SSI - Abdominal Hysterectomy,0.731,,07/01/2023,06/30/2024
UT,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.445,,07/01/2023,06/30/2024
UT,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,0.856,,07/01/2023,06/30/2024
UT,HAI_5_SIR,MRSA Bacteremia,0.625,,07/01/2023,06/30/2024
UT,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.393,,07/01/2023,06/30/2024
UT,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.507,,07/01/2023,06/30/2024
UT,HAI_6_SIR,Clostridium Difficile (C.Diff),0.447,,07/01/2023,06/30/2024
VA,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.601,,07/01/2023,06/30/2024
VA,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,0.765,,07/01/2023,06/30/2024
VA,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),0.679,,07/01/2023,06/30/2024
VA,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.419,,07/01/2023,06/30/2024
VA,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,0.553,,07/01/2023,06/30/2024
VA,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.483,,07/01/2023,06/30/2024
VA,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.669,,07/01/2023,06/30/2024
VA,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,0.898,,07/01/2023,06/30/2024
VA,HAI_3_SIR,SSI - Colon Surgery,0.777,,07/01/2023,06/30/2024
VA,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,0.763,,07/01/2023,06/30/2024
VA,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,1.277,,07/01/2023,06/30/2024
VA,HAI_4_SIR,SSI - Abdominal Hysterectomy,0.995,,07/01/2023,06/30/2024
VA,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.580,,07/01/2023,06/30/2024
VA,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,0.784,,07/01/2023,06/30/2024
VA,HAI_5_SIR,MRSA Bacteremia,0.677,,07/01/2023,06/30/2024
VA,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.279,,07/01/2023,06/30/2024
VA,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.329,,07/01/2023,06/30/2024
VA,HAI_6_SIR,Clostridium Difficile (C.Diff),0.303,,07/01/2023,06/30/2024
VI,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,Not Available,5.0,07/01/2023,06/30/2024
VI,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,Not Available,5.0,07/01/2023,06/30/2024
VI,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),Not Available,5.0,07/01/2023,06/30/2024
VI,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,Not Available,5.0,07/01/2023,06/30/2024
VI,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,Not Available,5.0,07/01/2023,06/30/2024
VI,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),Not Available,5.0,07/01/2023,06/30/2024
VI,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,Not Available,5.0,07/01/2023,06/30/2024
VI,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,Not Available,5.0,07/01/2023,06/30/2024
VI,HAI_3_SIR,SSI - Colon Surgery,Not Available,5.0,07/01/2023,06/30/2024
VI,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,Not Available,5.0,07/01/2023,06/30/2024
VI,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,Not Available,5.0,07/01/2023,06/30/2024
VI,HAI_4_SIR,SSI - Abdominal Hysterectomy,Not Available,5.0,07/01/2023,06/30/2024
VI,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,Not Available,5.0,07/01/2023,06/30/2024
VI,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,Not Available,5.0,07/01/2023,06/30/2024
VI,HAI_5_SIR,MRSA Bacteremia,Not Available,5.0,07/01/2023,06/30/2024
VI,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,Not Available,5.0,07/01/2023,06/30/2024
VI,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,Not Available,5.0,07/01/2023,06/30/2024
VI,HAI_6_SIR,Clostridium Difficile (C.Diff),Not Available,5.0,07/01/2023,06/30/2024
VT,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.349,,07/01/2023,06/30/2024
VT,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,0.970,,07/01/2023,06/30/2024
VT,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),0.601,,07/01/2023,06/30/2024
VT,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.615,,07/01/2023,06/30/2024
VT,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,1.208,,07/01/2023,06/30/2024
VT,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.874,,07/01/2023,06/30/2024
VT,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,1.104,,07/01/2023,06/30/2024
VT,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,2.558,,07/01/2023,06/30/2024
VT,HAI_3_SIR,SSI - Colon Surgery,1.718,,07/01/2023,06/30/2024
VT,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,0.129,,07/01/2023,06/30/2024
VT,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,2.551,,07/01/2023,06/30/2024
VT,HAI_4_SIR,SSI - Abdominal Hysterectomy,0.772,,07/01/2023,06/30/2024
VT,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.634,,07/01/2023,06/30/2024
VT,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,1.608,,07/01/2023,06/30/2024
VT,HAI_5_SIR,MRSA Bacteremia,1.037,,07/01/2023,06/30/2024
VT,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.666,,07/01/2023,06/30/2024
VT,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.959,,07/01/2023,06/30/2024
VT,HAI_6_SIR,Clostridium Difficile (C.Diff),0.802,,07/01/2023,06/30/2024
